ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,27567 9 28084 14 28602 17 29119 21 29637 24 30156 25 30674 26 31193 26 31712 26 32230 27 32749 26 33267 27 33786 26 34304 27 34823 25 35342 25 35860 25 36379 24 36898 23 37417 22 37936 22 38454 23 38973 22 39492 22 40012 20 40531 19 41051 17 41571 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46266 14 46783 17 47300 21 47818 23 48336 25 48855 25 49374 25 49892 26 50410 27 50929 27 51448 27 51967 27 52486 27 53005 26 53526 22 54046 20 54567 16 55089 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,62893 5 63409 10 63926 14 64444 15 64962 17 65480 19 65999 19 66517 21 67035 22 67553 23 68072 23 68590 25 69109 25 69628 25 70147 25 70666 25 71185 25 71703 26 72222 26 72742 25 73261 25 73780 25 74299 24 74818 24 75337 24 75857 23 76376 23 76895 22 77414 21 77934 20 78454 18 78974 17 79494 15 80014 13 80535 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,127294 3 127808 9 128323 16 128835 23 129345 31 129863 31 130383 13 130399 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,21946 10 22463 14 22980 18 23498 19 24014 23 24521 35 25038 38 25555 40 26073 41 26591 43 27110 44 27629 44 28148 43 28667 44 29186 45 29705 45 30223 46 30743 45 31262 45 31781 45 32301 44 32820 44 33340 43 33859 42 34379 41 34899 37 35419 34 35938 23 36458 20 36979 16 37499 14 38021 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50479 8 50996 12 51512 17 52030 19 52548 20 53065 23 53583 24 54101 25 54620 25 55138 26 55656 27 56175 26 56694 26 57212 27 57730 27 58249 27 58768 27 59287 26 59806 26 60325 26 60844 26 61363 25 61882 25 62401 25 62920 24 63440 23 63959 22 64479 20 64998 20 65518 17 66039 13 66559 11 67082 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,94068 5 94584 11 95102 13 95620 15 96138 16 96657 17 97176 18 97694 19 98214 18 98733 18 99251 20 99770 20 100289 21 100809 21 101328 21 101847 21 102366 22 102885 22 103405 21 103925 21 104445 19 104965 17 105486 15 106006 13 106527 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,134 10 648 22 1166 24 1684 27 2203 27 2722 28 3241 28 3760 28 4280 26 4800 25 5320 24 5840 22 6360 20 6879 20 7400 17 7920 15 8442 10 8964 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112766 13 113281 20 113799 22 114318 24 114835 27 115353 28 115872 29 116390 30 116909 31 117428 32 117947 32 118466 32 118985 32 119504 32 120024 31 120543 30 121063 28 121583 26 122103 22 122623 17 123143 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,81148 7 81665 10 82182 14 82700 16 83218 17 83737 18 84255 19 84774 20 85292 22 85811 22 86330 22 86848 24 87367 24 87886 24 88404 26 88442 6 88921 28 88956 13 89438 30 89472 18 89953 34 89989 21 90467 63 90984 66 91501 68 92019 41 92061 27 92537 39 92580 28 93055 38 93100 28 93574 37 93620 27 94093 34 94140 26 94612 33 94659 27 95131 32 95178 27 95650 32 95698 26 96169 31 96217 26 96689 29 96736 27 97208 29 97255 27 97727 29 97775 26 98246 29 98294 27 98766 27 98814 26 99286 26 99333 27 99806 25 99852 28 100325 25 100372 26 100845 23 100892 25 101365 21 101411 25 101886 18 101931 24 102407 14 102451 22 102930 6 102970 22 103491 19 104012 17 104532 14 105053 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,169 14 685 20 1202 23 1721 24 2240 26 2759 27 3279 26 3799 25 4319 24 4838 24 5358 23 5878 23 6398 22 6917 22 7437 21 7956 21 8476 20 8995 19 9515 18 10035 17 10555 16 11076 12 11597 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,57792 8 58308 13 58825 17 59342 20 59860 22 60378 23 60897 23 61415 24 61934 24 62453 24 62972 24 63491 24 64010 24 64529 23 65048 23 65568 22 66088 20 66608 18 67128 15 67650 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63020 5 63538 9 64055 13 64572 16 65091 17 65609 18 66126 21 66645 21 67163 23 67682 23 68201 23 68720 23 69238 24 69757 24 70276 24 70795 24 71314 24 71834 22 72353 22 72872 21 73391 21 73910 21 74429 21 74948 21 75467 21 75986 21 76505 20 77024 20 77543 20 78062 20 78581 20 79100 20 79619 20 80138 20 80657 20 81176 20 81696 19 82215 18 82735 17 83255 14 83775 12 84295 10 84815 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,36032 6 36550 10 37067 15 37585 17 38103 18 38622 19 39140 20 39659 20 40177 21 40695 22 41214 22 41733 22 42251 23 42770 23 43290 22 43809 21 44327 21 44846 21 45366 19 45886 18 46405 16 46926 12 47448 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,232 16 745 26 1263 28 1781 31 2299 33 2818 33 3337 34 3856 34 4376 33 4895 32 5415 31 5935 30 6455 29 6975 27 7494 26 8014 24 8534 23 9053 23 9571 24 10091 23 10611 21 11130 21 11650 19 12169 18 12689 16 13210 13 13730 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114951 10 115468 14 115985 17 116503 19 117021 21 117539 22 118057 23 118575 24 119093 26 119611 27 120129 28 120647 29 121165 30 121683 32 122202 32 122720 34 123239 38 123758 40 124277 43 124795 46 125314 46 125833 47 126352 49 126871 50 127390 50 127909 50 128429 49 128948 49 129468 48 129989 45 130514 37 131041 26
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,29309 10 29827 12 30345 14 30863 17 31381 19 31901 18 32420 19 32939 20 33457 22 33976 22 34495 23 35014 23 35533 23 36052 23 36571 24 37091 23 37611 22 38129 23 38649 21 39169 20 39690 18 40210 15 40730 13 41252 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84330 7 84845 15 85362 19 85880 21 86398 24 86916 25 87435 26 87953 27 88471 28 88991 28 89510 28 90030 27 90549 28 91069 27 91588 27 92107 27 92627 26 93147 25 93666 24 94186 22 94706 21 95226 19 95748 15 96269 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,53721 15 54238 19 54755 22 55273 25 55790 27 56309 28 56827 30 57346 32 57865 32 58383 34 58902 34 59421 35 59940 35 60459 35 60977 36 61497 35 62017 33 62536 33 63055 33 63575 32 64095 31 64615 29 65136 25 65656 23 66177 19 66700 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24171 6 24685 13 25202 17 25719 20 26236 23 26754 24 27272 26 27790 27 28308 29 28826 30 29345 31 29864 31 30383 31 30901 32 31420 31 31939 31 32458 31 32978 29 33497 29 34016 29 34535 29 35054 28 35574 27 36093 26 36613 24 37133 22 37653 19 38173 16 38695 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80218 9 80735 13 81253 16 81771 18 82290 20 82809 21 83327 22 83846 23 84365 24 84884 25 85403 26 85923 25 86442 25 86961 26 87480 26 88000 25 88519 24 89039 23 89560 20 90081 16 90603 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113452 6 113968 12 114485 16 115003 19 115520 22 116039 23 116557 24 117076 25 117594 26 118112 28 118631 29 119149 31 119668 32 120187 32 120706 32 121225 32 121745 31 122264 32 122784 31 123303 31 123823 30 124343 29 124863 28 125384 25 125904 24 126424 23 126944 22 127462 23 127981 23 128500 23 129019 24 129538 23 130057 23 130575 23 131096 18
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,853 4 1368 14 1884 18 2401 23 2919 25 3437 27 3955 28 4474 29 4992 30 5511 30 6031 29 6551 28 7071 26 7591 25 8110 25 8629 24 9149 22 9669 18 10188 18 10707 19 11226 20 11744 21 12262 23 12779 26 13297 27 13816 28 14335 28 14853 29 15372 29 15891 29 16410 29 16929 29 17448 29 17967 29 18486 28 19005 28 19524 28 20043 28 20562 28 21082 26 21601 25 22120 25 22640 24 23160 22 23680 20 24200 19 24720 16 25241 13 25763 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,71442 9 71958 13 72474 18 72992 20 73510 22 74028 24 74546 26 75064 27 75582 28 76100 29 76618 30 77137 30 77655 31 78173 32 78691 33 79210 33 79729 33 80247 33 80766 33 81285 32 81804 32 82323 30 82842 29 83361 29 83880 28 84399 28 84918 27 85438 24 85959 21 86480 16 87002 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,102067 5 102584 10 103101 15 103619 16 104137 18 104655 19 105173 21 105692 21 106211 21 106730 21 107249 21 107767 21 108286 21 108804 22 109323 23 109842 22 110361 22 110880 22 111399 21 111918 21 112437 21 112957 19 113477 18 113997 15 114518 11 115042 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,40828 7 41342 16 41859 20 42377 23 42896 24 43414 25 43933 26 44452 27 44970 29 45489 29 46007 30 46526 30 47045 31 47564 31 48083 30 48601 31 49121 29 49641 27 50161 25 50681 23 51201 20 51723 15 52247 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125445 5 125962 10 126479 14 126997 16 127514 19 128032 20 128551 21 129070 21 129588 21 130107 21 130626 19 131147 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,90705 2 91220 9 91736 14 92254 16 92773 18 93292 19 93811 19 94329 20 94848 20 95367 21 95886 21 96405 21 96924 21 97443 21 97961 22 98480 22 98998 23 99515 25 100024 35 100541 37 101059 38 101577 38 102095 38 102614 35 103132 32 103651 27 104170 24 104688 24 105207 22 105726 22 106245 22 106764 22 107283 21 107802 21 108321 21 108840 20 109358 21 109876 21 110395 21 110914 20 111432 21 111951 21 112470 21 112989 20 113508 20 114027 19 114547 17 115067 15 115587 13 116109 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,9724 6 10240 11 10755 18 11272 21 11791 21 12308 24 12826 25 13345 26 13864 26 14382 27 14901 27 15419 28 15938 28 16457 27 16976 27 17495 27 18014 27 18532 27 19051 26 19570 26 20089 25 20608 25 21127 24 21646 24 22165 24 22684 23 23204 21 23724 19 24244 18 24764 14 25286 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,923 15 1440 19 1957 22 2475 24 2993 25 3512 25 4031 25 4550 25 5070 24 5590 22 6110 21 6631 18 7152 13 7677 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114597 6 115113 11 115631 14 116148 17 116666 18 117184 19 117702 20 118221 20 118739 21 119257 22 119776 22 120295 22 120814 22 121332 23 121851 23 122369 24 122888 23 123407 23 123925 24 124444 24 124962 25 125481 24 126000 23 126518 23 127037 23 127556 23 128075 23 128593 24 129112 23 129631 22 130150 20 130669 16 131191 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47124 7 47639 15 48155 19 48673 21 49192 21 49710 23 50228 25 50746 26 51264 27 51783 27 52302 27 52820 28 53340 28 53859 28 54379 27 54898 26 55418 25 55939 22 56459 19 56979 16 57506 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20658 9 21174 16 21693 17 22210 19 22728 21 23246 23 23765 24 24284 24 24802 25 25321 25 25840 25 26358 26 26877 26 27396 26 27915 26 28433 27 28952 27 29472 25 29990 26 30509 25 31028 25 31547 25 32066 24 32585 24 33104 23 33623 22 34143 20 34663 18 35183 15 35704 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,126562 7 127076 18 127592 24 128109 28 128626 31 129143 34 129662 33 130181 33 130700 32 131222 24
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,66876 14 67392 19 67907 25 68424 28 68941 31 69459 32 69978 32 70498 31 71016 32 71535 32 72055 31 72575 30 73095 29 73615 28 74136 25 74657 21 75178 18 75702 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109957 9 110475 12 110992 15 111509 19 112027 21 112545 22 113064 23 113582 24 114101 25 114620 26 115140 25 115660 25 116179 25 116698 25 117218 24 117737 25 118257 24 118776 24 119296 24 119815 25 120335 24 120855 23 121374 23 121894 22 122414 20 122934 19 123454 17 123974 15 124496 9 125017 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,453 14 969 21 1487 23 2005 24 2524 25 3043 26 3561 27 4081 26 4600 25 5120 23 5640 22 6160 20 6679 19 7200 15 7721 11 8242 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80397 11 80915 14 81432 17 81950 20 82468 23 82987 25 83505 28 84023 30 84543 30 85062 32 85580 35 86099 37 86619 37 87138 38 87657 39 88176 39 88696 39 89216 39 89736 39 90256 38 90775 38 91294 39 91815 37 92334 36 92853 36 93371 35 93889 34 94407 33 94925 30 95432 4 95442 31 95947 44 96464 46 96983 45 97502 44 98021 44 98541 42 99061 41 99582 38 100102 36 100623 32 101147 26 101669 20 102192 13 102715 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,26418 12 26934 18 27451 24 27970 40 28488 43 29005 47 29523 49 30041 51 30559 52 31077 53 31596 53 32115 53 32634 53 33153 53 33672 53 34191 53 34710 53 35228 54 35747 54 36266 54 36785 54 37305 53 37825 52 38344 51 38864 50 39385 48 39905 47 40428 7 40442 28 40962 26 41482 25 42003 21 42525 15 43047 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51358 5 51875 11 52393 14 52911 16 53430 16 53948 17 54467 17 54986 17 55505 17 56024 17 56543 17 57063 15 57582 16 58101 16 58620 16 59139 16 59658 17 60177 17 60696 18 61215 18 61734 19 62254 18 62773 18 63292 18 63813 16 64332 16 64852 13 65372 11 65894 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,504 7 1019 15 1537 17 2056 17 2575 18 3095 16 3615 13 4137 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46708 1 47223 6 47742 6 48260 7 48779 7 49298 7 49817 7 50336 7 50855 7 51376 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1538 2 1794 4 1829 6 2049 6 2081 12 2305 7 2336 14 2561 7 2580 2 2592 15 2817 8 2834 6 2848 16 3073 8 3088 9 3104 17 3329 8 3343 10 3360 18 3585 7 3599 10 3617 17 3841 7 3854 12 3874 17 4097 7 4109 13 4131 16 4353 7 4363 15 4387 16 4609 7 4617 17 4643 17 4866 24 4898 18 5122 25 5154 18 5378 25 5408 20 5634 50 5890 4 5896 44 6153 42 6409 42 6665 41 6921 40 7178 38 7435 34 7692 16 7949 13 8207 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,13058 5 13314 6 13569 8 13825 9 14081 9 14337 10 14593 10 14849 10 15105 10 15361 11 15617 11 15873 11 16129 11 16385 11 16641 11 16897 11 17153 11 17409 10 17665 10 17921 10 18177 10 18433 10 18689 9 18945 9 19201 8 19458 6 19715 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,33538 3 33793 6 34049 6 34305 6 34561 7 34817 7 35073 7 35329 8 35585 8 35841 8 36097 8 36353 8 36609 7 36865 7 37121 7 37377 6 37633 6 37890 3 38146 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43010 4 43266 5 43521 8 43777 9 44033 10 44289 10 44545 10 44801 10 45058 9 45314 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51724 4 51979 6 52234 9 52489 10 52744 11 53000 11 53255 12 53510 12 53762 16 54017 16 54273 15 54529 14 54785 11 55041 8 55297 8 55553 7 55809 7 56065 7 56321 6 56577 6 56833 5 57089 4 57345 3 57602 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,59650 2 59905 4 60161 5 60417 5 60673 6 60929 6 61185 6 61441 6 61697 6 61953 6 62209 6 62465 6 62721 6 62977 6 63233 6 63489 6 63745 6 64001 6 64257 5 64513 5 64769 4 65025 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,38933 7 39188 9 39443 11 39698 12 39952 15 40207 16 40463 16 40719 17 40975 17 41231 17 41487 20 41743 21 42000 21 42256 21 42513 21 42769 21 43026 20 43283 18 43539 18 43795 18 44052 15 44309 13 44566 10 44823 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51745 3 52000 7 52254 10 52509 12 52765 13 53021 13 53276 15 53531 16 53787 16 54043 17 54299 17 54554 19 54810 21 55066 23 55322 24 55578 25 55834 26 56091 26 56348 25 56607 23 56865 20 57122 20 57379 19 57635 19 57892 18 58148 18 58404 19 58659 20 58915 21 59171 21 59426 23 59682 23 59938 23 60194 23 60450 23 60706 23 60962 23 61218 23 61474 23 61731 22 61987 22 62244 20 62500 19 62756 18 63012 17 63268 16 63523 17 63779 17 64034 18 64290 18 64546 18 64801 18 65057 17 65314 13
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9767 5 10022 8 10275 12 10530 14 10785 16 11041 16 11295 19 11550 21 11806 21 12062 21 12317 22 12572 23 12828 23 13084 11 13099 8 13339 11 13356 7 13595 11 13611 8 13851 11 13867 9 14107 12 14121 10 14363 24 14620 23 14876 23 15133 22 15390 20 15646 19 15903 18 16159 17 16417 12 16674 9 16932 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28707 6 28962 9 29217 10 29473 11 29728 12 29983 14 30239 14 30495 14 30752 13 31008 13 31264 14 31520 14 31777 13 32033 13 32289 13 32546 11 32803 9 33061 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36394 5 36649 7 36903 10 37158 11 37414 12 37669 13 37925 12 38181 12 38437 12 38693 12 38949 12 39205 12 39461 11 39717 11 39974 9 40230 8 40486 7 40743 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46387 7 46642 10 46897 12 47152 14 47406 17 47661 18 47917 18 48172 19 48427 20 48683 19 48939 19 49195 18 49451 18 49708 16 49965 15 50221 16 50477 16 50734 15 50990 15 51247 14 51504 13 51761 12 52018 11 52276 9 52533 7 52791 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20274 1 20528 6 20783 8 21038 10 21294 10 21549 11 21805 11 22061 12 22317 12 22573 12 22830 11 23086 10 23343 9 23600 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37696 4 37949 9 38204 11 38460 11 38715 13 38971 13 39226 14 39482 15 39737 16 39993 16 40248 17 40504 17 40759 18 41015 18 41271 18 41526 19 41781 20 42037 19 42293 19 42549 18 42805 18 43061 16 43317 15 43576 11 43834 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,64065 2 64318 7 64573 9 64828 10 65083 12 65340 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25923 6 26178 9 26433 11 26688 13 26944 13 27200 14 27456 14 27711 16 27967 16 28223 16 28479 16 28736 15 28992 14 29248 14 29505 12 29761 10 30019 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26743 7 26997 11 27252 15 27507 17 27762 19 28017 21 28273 22 28529 22 28784 23 29040 23 29296 23 29552 22 29808 21 30064 21 30321 20 30577 19 30834 17 31091 15 31348 13 31605 11 31864 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4728 6 4982 9 5237 11 5493 12 5748 15 6004 15 6259 16 6515 17 6771 18 7027 18 7283 18 7539 18 7796 17 8052 17 8308 17 8564 17 8820 17 9077 16 9333 16 9590 14 9847 12 10105 9 10365 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19853 6 20106 11 20361 13 20615 16 20870 18 21126 19 21381 20 21636 21 21892 22 22147 23 22403 23 22659 23 22915 22 23171 22 23427 22 23684 20 23940 20 24197 18 24454 15 24714 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2702 7 2957 9 3213 11 3469 12 3725 13 3981 13 4237 14 4493 15 4749 17 5005 18 5262 18 5518 19 5775 20 6031 20 6288 19 6545 19 6801 19 7058 19 7316 17 7573 16 7832 12 8090 9 8348 7 8606 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9124 3 9375 11 9631 13 9886 15 10142 16 10397 18 10652 20 10908 21 11164 21 11411 3 11420 21 11665 8 11676 22 11920 34 12175 35 12431 35 12686 35 12942 35 13198 35 13453 35 13709 22 13735 7 13965 21 14221 21 14477 21 14733 21 14989 21 15246 19 15502 19 15759 17 16025 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,156 10 411 12 667 13 923 13 1179 12 1436 11 1695 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,29612 5 29865 10 30121 11 30376 13 30631 15 30887 16 31142 17 31398 17 31654 18 31910 18 32165 20 32421 20 32677 20 32933 20 33189 20 33445 20 33701 20 33958 19 34214 19 34471 17 34727 16 34985 12 35242 10 35501 3
